job,age,campaign,euribor3m,y
admin.,33,1,1.299,0
management,55,2,1.299,0
blue-collar,35,2,1.299,0
blue-collar,39,2,1.299,0
admin.,37,5,1.299,0
blue-collar,35,5,1.299,0
blue-collar,26,2,1.299,0
technician,44,3,1.299,0
student,26,2,1.299,0
admin.,44,1,1.299,0
services,30,2,1.299,0
blue-collar,28,2,1.299,0
services,27,2,1.299,0
blue-collar,33,3,1.299,0
blue-collar,32,3,1.299,0
blue-collar,43,6,1.299,0
technician,24,6,1.299,0
entrepreneur,37,2,1.299,0
admin.,32,2,1.299,0
services,30,3,1.299,0
blue-collar,50,2,1.299,0
services,43,4,1.299,0
blue-collar,46,2,1.299,0
blue-collar,30,3,1.299,0
blue-collar,36,2,1.299,0
admin.,30,2,1.299,0
entrepreneur,32,4,1.299,0
entrepreneur,42,2,1.299,0
services,56,2,1.299,0
management,54,2,1.299,0
blue-collar,39,2,1.299,1
services,35,2,1.299,0
blue-collar,31,3,1.299,0
admin.,37,2,1.299,0
blue-collar,35,2,1.299,0
blue-collar,32,2,1.299,0
blue-collar,54,2,1.299,0
blue-collar,30,2,1.299,0
services,34,2,1.299,0
admin.,30,4,1.299,0
services,40,5,1.299,0
admin.,34,2,1.299,0
entrepreneur,37,2,1.299,0
blue-collar,33,2,1.299,0
blue-collar,47,2,1.299,0
blue-collar,35,2,1.299,0
technician,30,2,1.299,0
admin.,33,3,1.299,0
services,50,2,1.299,0
blue-collar,37,2,1.299,0
housemaid,37,2,1.299,0
self-employed,55,3,1.299,0
blue-collar,49,6,1.299,0
entrepreneur,30,3,1.299,0
blue-collar,44,2,1.299,0
blue-collar,27,3,1.299,0
technician,35,2,1.299,0
blue-collar,31,2,1.299,0
admin.,29,4,1.299,0
services,33,3,1.299,0
technician,36,2,1.299,0
blue-collar,29,2,1.299,0
blue-collar,25,3,1.299,0
blue-collar,42,2,1.299,0
blue-collar,47,4,1.299,0
technician,44,2,1.299,0
blue-collar,34,2,1.299,0
blue-collar,44,2,1.299,0
technician,31,3,1.299,0
services,33,2,1.299,0
admin.,26,2,1.299,0
entrepreneur,29,3,1.299,0
blue-collar,37,3,1.299,0
services,41,2,1.299,0
services,26,2,1.299,0
technician,31,2,1.299,0
technician,36,2,1.299,0
blue-collar,27,7,1.299,1
blue-collar,35,2,1.299,0
admin.,35,2,1.299,0
technician,25,3,1.299,0
blue-collar,34,5,1.299,0
blue-collar,46,3,1.299,0
blue-collar,41,2,1.299,0
admin.,34,2,1.299,0
services,23,3,1.299,0
admin.,33,3,1.299,0
unemployed,40,4,1.299,0
blue-collar,33,2,1.299,1
entrepreneur,35,3,1.299,0
blue-collar,46,2,1.299,0
blue-collar,47,4,1.299,0
student,29,4,1.299,0
services,33,3,1.299,0
services,37,3,1.299,0
management,54,5,1.299,0
admin.,45,3,1.299,0
services,24,3,1.299,0
blue-collar,53,2,1.299,0
services,46,3,1.299,0
admin.,32,2,1.299,0
technician,40,4,1.299,0
admin.,47,3,1.299,1
admin.,35,2,1.299,0
blue-collar,28,2,1.299,0
management,54,3,1.299,0
technician,33,4,1.299,0
technician,29,2,1.299,0
technician,31,2,1.299,0
services,30,3,1.299,0
self-employed,43,2,1.299,0
management,46,2,1.299,0
entrepreneur,41,2,1.299,0
technician,46,2,1.299,0
services,28,3,1.291,0
technician,32,2,1.291,0
blue-collar,27,4,1.291,0
admin.,36,3,1.291,0
blue-collar,33,2,1.291,0
blue-collar,32,2,1.291,0
student,28,2,1.291,0
self-employed,26,3,1.291,0
services,38,2,1.291,1
blue-collar,23,8,1.291,0
blue-collar,30,2,1.291,0
admin.,28,3,1.291,0
services,33,5,1.291,0
services,32,6,1.291,0
blue-collar,43,2,1.291,0
admin.,35,5,1.291,0
technician,31,6,1.291,0
management,32,2,1.291,0
services,39,12,1.291,0
services,27,8,1.291,0
admin.,37,4,1.291,0
admin.,29,2,1.291,0
blue-collar,40,2,1.291,0
admin.,36,2,1.291,0
services,26,6,1.291,0
blue-collar,30,3,1.291,0
admin.,27,3,1.291,0
blue-collar,47,2,1.291,0
services,36,2,1.291,0
admin.,35,4,1.291,0
blue-collar,41,3,1.291,0
housemaid,27,9,1.291,0
admin.,29,2,1.291,0
blue-collar,43,7,1.291,0
blue-collar,51,6,1.291,0
admin.,35,2,1.291,0
admin.,49,3,1.291,0
blue-collar,33,2,1.291,0
admin.,45,12,1.291,0
management,50,3,1.291,0
unknown,50,4,1.291,0
services,33,6,1.291,0
self-employed,30,2,1.291,0
blue-collar,31,3,1.291,0
admin.,26,7,1.291,0
admin.,34,5,1.291,0
services,30,6,1.291,0
blue-collar,32,6,1.291,0
technician,31,3,1.291,0
admin.,39,2,1.291,0
blue-collar,38,2,1.291,0
blue-collar,51,2,1.291,0
blue-collar,33,3,1.291,1
blue-collar,43,3,1.291,0
admin.,35,6,1.291,0
technician,38,6,1.291,0
unknown,50,8,1.291,0
management,32,2,1.291,1
blue-collar,37,3,1.291,0
blue-collar,43,6,1.291,0
blue-collar,36,8,1.291,0
admin.,34,3,1.291,0
blue-collar,54,3,1.291,0
services,28,5,1.291,0
blue-collar,42,1,1.291,0
admin.,29,1,1.291,0
services,40,1,1.291,0
technician,33,1,1.291,0
blue-collar,33,1,1.291,0
admin.,38,4,1.291,0
admin.,51,4,1.291,0
services,38,1,1.291,0
blue-collar,33,4,1.291,0
blue-collar,42,1,1.291,0
admin.,32,1,1.291,0
admin.,28,1,1.291,0
admin.,28,1,1.291,0
blue-collar,36,1,1.291,0
blue-collar,48,1,1.291,0
services,40,1,1.291,0
technician,34,1,1.291,1
blue-collar,31,5,1.291,0
services,38,1,1.291,1
services,59,1,1.291,0
blue-collar,27,1,1.291,0
blue-collar,27,1,1.291,0
blue-collar,35,1,1.291,0
blue-collar,27,1,1.291,0
services,36,2,1.291,0
blue-collar,35,1,1.291,0
services,59,1,1.291,0
blue-collar,35,1,1.291,0
admin.,47,1,1.291,0
admin.,44,1,1.291,0
blue-collar,45,1,1.291,0
blue-collar,49,4,1.291,0
blue-collar,28,4,1.291,0
services,43,2,1.291,0
blue-collar,45,1,1.291,0
admin.,38,1,1.291,0
technician,35,1,1.291,1
technician,48,1,1.291,0
blue-collar,48,1,1.291,1
services,45,1,1.291,0
blue-collar,48,4,1.291,0
blue-collar,27,1,1.291,0
blue-collar,29,1,1.291,1
blue-collar,35,1,1.291,0
services,45,1,1.291,0
admin.,26,5,1.291,0
technician,33,1,1.291,0
housemaid,41,1,1.291,0
housemaid,41,1,1.291,0
blue-collar,54,5,1.291,0
entrepreneur,46,1,1.291,0
blue-collar,38,3,1.291,0
admin.,30,1,1.291,0
entrepreneur,46,1,1.291,0
admin.,43,1,1.291,0
services,26,1,1.291,1
admin.,43,1,1.291,0
entrepreneur,36,1,1.291,0
admin.,43,1,1.291,0
admin.,43,1,1.291,0
entrepreneur,38,1,1.291,0
blue-collar,54,1,1.291,0
blue-collar,58,2,1.291,0
student,29,2,1.291,0
entrepreneur,36,1,1.291,1
admin.,43,1,1.291,0
admin.,36,3,1.291,0
blue-collar,27,2,1.291,0
technician,35,1,1.291,0
management,39,1,1.291,0
blue-collar,59,1,1.291,0
blue-collar,34,1,1.291,0
services,33,1,1.291,0
services,37,1,1.291,0
admin.,32,5,1.291,0
student,24,1,1.291,0
blue-collar,49,6,1.291,0
admin.,30,4,1.291,0
admin.,28,3,1.291,0
blue-collar,50,4,1.291,1
admin.,34,3,1.291,0
blue-collar,59,1,1.291,1
management,41,1,1.291,0
blue-collar,33,6,1.291,0
management,39,12,1.291,0
entrepreneur,38,1,1.291,1
retired,57,3,1.291,0
management,41,1,1.291,0
admin.,36,5,1.291,0
blue-collar,26,1,1.291,0
admin.,36,5,1.291,0
admin.,37,1,1.291,0
student,38,3,1.291,0
admin.,48,3,1.291,1
blue-collar,33,8,1.291,0
admin.,34,2,1.291,0
blue-collar,44,1,1.291,0
management,44,1,1.291,0
blue-collar,55,1,1.291,0
blue-collar,31,7,1.291,0
admin.,45,1,1.291,1
blue-collar,39,1,1.291,0
blue-collar,31,4,1.291,0
blue-collar,36,1,1.291,0
entrepreneur,32,1,1.291,0
blue-collar,36,1,1.291,0
services,26,4,1.291,0
blue-collar,26,1,1.291,0
blue-collar,26,1,1.291,0
blue-collar,32,1,1.291,0
blue-collar,40,1,1.291,0
technician,28,1,1.291,0
admin.,28,2,1.291,0
admin.,36,5,1.291,0
technician,28,1,1.291,0
admin.,36,3,1.291,0
admin.,37,1,1.291,0
management,54,1,1.291,0
admin.,36,1,1.291,0
blue-collar,38,1,1.291,0
blue-collar,32,2,1.291,0
blue-collar,29,1,1.291,0
blue-collar,42,1,1.291,0
blue-collar,29,1,1.291,0
self-employed,34,1,1.291,0
blue-collar,31,3,1.291,0
services,27,3,1.291,0
student,27,1,1.291,0
blue-collar,42,1,1.291,0
admin.,31,1,1.291,0
blue-collar,34,1,1.291,0
services,26,1,1.291,0
services,21,1,1.291,0
services,29,1,1.291,0
admin.,35,6,1.291,0
services,26,3,1.291,0
blue-collar,34,1,1.291,0
unemployed,53,2,1.291,0
services,29,1,1.291,0
self-employed,33,1,1.291,0
self-employed,33,1,1.291,0
technician,46,2,1.291,0
self-employed,33,1,1.291,0
services,36,6,1.291,0
blue-collar,51,2,1.291,0
self-employed,33,1,1.291,0
services,31,1,1.291,0
blue-collar,31,2,1.291,0
technician,38,1,1.291,0
admin.,34,4,1.291,0
services,31,1,1.291,0
admin.,43,3,1.291,0
unemployed,34,5,1.291,0
admin.,34,1,1.291,0
blue-collar,33,5,1.291,0
admin.,39,7,1.291,0
services,32,1,1.291,0
admin.,47,1,1.291,0
technician,43,1,1.291,1
technician,53,2,1.291,0
blue-collar,36,1,1.291,0
services,32,1,1.291,0
blue-collar,51,1,1.291,0
admin.,31,1,1.291,0
admin.,47,1,1.291,0
blue-collar,28,1,1.291,0
blue-collar,28,1,1.291,1
blue-collar,42,6,1.291,0
blue-collar,41,1,1.291,0
blue-collar,33,5,1.291,0
blue-collar,31,3,1.291,0
blue-collar,28,1,1.291,0
services,43,2,1.291,0
admin.,29,5,1.291,0
blue-collar,49,2,1.291,0
blue-collar,28,1,1.291,0
technician,50,3,1.291,0
blue-collar,35,3,1.291,0
blue-collar,34,2,1.291,0
blue-collar,35,5,1.291,0
blue-collar,32,4,1.291,0
management,41,2,1.291,0
admin.,37,1,1.291,1
blue-collar,41,2,1.291,0
blue-collar,33,10,1.291,1
technician,39,1,1.291,0
blue-collar,43,1,1.291,0
services,27,4,1.291,0
technician,39,1,1.291,0
technician,39,1,1.291,0
technician,32,3,1.291,0
technician,39,1,1.291,0
technician,39,1,1.291,0
technician,39,1,1.291,0
services,50,1,1.291,0
technician,43,2,1.291,0
technician,39,4,1.291,0
blue-collar,33,1,1.291,0
admin.,29,3,1.291,0
blue-collar,33,1,1.291,0
admin.,30,5,1.291,0
blue-collar,32,2,1.291,0
blue-collar,33,1,1.291,0
services,26,1,1.291,0
admin.,37,5,1.291,0
technician,32,10,1.291,0
blue-collar,43,1,1.291,1
unemployed,28,1,1.291,0
entrepreneur,47,3,1.291,0
technician,53,2,1.291,0
admin.,55,1,1.291,0
blue-collar,38,1,1.291,0
blue-collar,46,3,1.291,0
housemaid,33,2,1.291,0
technician,27,1,1.291,0
services,38,1,1.291,0
blue-collar,55,5,1.291,0
services,35,1,1.291,0
management,48,1,1.291,0
blue-collar,32,1,1.291,0
blue-collar,36,4,1.291,0
services,33,1,1.291,0
technician,35,3,1.291,0
management,48,1,1.291,1
technician,33,1,1.291,0
technician,33,1,1.291,0
technician,33,1,1.291,0
blue-collar,35,1,1.291,0
blue-collar,40,1,1.291,0
blue-collar,56,1,1.291,0
services,32,3,1.291,0
blue-collar,45,1,1.291,0
management,28,1,1.291,0
blue-collar,42,1,1.291,0
blue-collar,42,1,1.291,0
blue-collar,49,1,1.291,0
blue-collar,29,1,1.291,0
admin.,32,2,1.291,0
entrepreneur,50,1,1.291,0
admin.,30,1,1.291,0
blue-collar,42,1,1.291,0
blue-collar,43,3,1.291,0
management,41,1,1.291,0
unemployed,31,1,1.291,0
services,28,4,1.291,0
admin.,28,1,1.291,0
blue-collar,48,1,1.291,1
retired,54,3,1.291,0
services,34,2,1.291,0
admin.,55,2,1.291,0
admin.,28,1,1.291,1
blue-collar,36,2,1.291,0
blue-collar,29,1,1.291,0
blue-collar,23,1,1.291,0
blue-collar,26,2,1.291,0
management,43,1,1.291,0
admin.,55,2,1.291,0
admin.,29,1,1.291,0
blue-collar,39,3,1.291,0
blue-collar,42,5,1.291,0
technician,31,2,1.291,0
blue-collar,33,1,1.291,0
technician,39,1,1.291,1
blue-collar,32,2,1.291,0
services,33,2,1.291,0
admin.,36,2,1.291,0
housemaid,59,1,1.291,0
blue-collar,28,3,1.291,0
technician,32,2,1.291,0
technician,37,1,1.291,0
blue-collar,39,1,1.291,0
technician,37,1,1.291,0
services,33,2,1.291,0
self-employed,27,1,1.291,0
admin.,31,2,1.291,0
unemployed,44,1,1.291,0
blue-collar,31,8,1.291,0
blue-collar,41,4,1.291,0
technician,35,6,1.291,0
blue-collar,35,1,1.291,0
management,48,2,1.291,1
admin.,34,1,1.291,0
blue-collar,33,4,1.291,0
blue-collar,35,1,1.291,0
admin.,34,1,1.291,0
housemaid,41,4,1.291,0
services,33,4,1.291,0
admin.,28,4,1.291,0
blue-collar,48,1,1.291,0
admin.,36,1,1.291,1
admin.,29,3,1.291,0
retired,49,1,1.291,0
retired,49,1,1.291,0
technician,28,1,1.291,0
services,26,2,1.291,0
technician,25,1,1.291,0
technician,25,1,1.291,0
technician,28,1,1.291,1
technician,33,1,1.291,0
blue-collar,31,2,1.291,0
admin.,35,1,1.291,0
services,29,1,1.291,0
technician,32,1,1.291,1
admin.,35,2,1.291,0
admin.,27,3,1.291,0
technician,28,1,1.291,0
technician,28,1,1.291,0
admin.,32,1,1.291,0
admin.,45,1,1.291,0
admin.,32,3,1.291,0
housemaid,57,2,1.291,0
blue-collar,31,5,1.291,0
blue-collar,51,2,1.291,0
technician,25,5,1.291,0
technician,27,2,1.291,0
blue-collar,41,4,1.291,0
admin.,56,1,1.291,0
blue-collar,55,7,1.291,1
management,28,2,1.291,0
blue-collar,55,2,1.291,0
blue-collar,41,3,1.291,0
entrepreneur,49,2,1.291,0
services,31,2,1.291,0
technician,29,2,1.291,0
technician,28,2,1.291,0
self-employed,33,2,1.291,0
technician,37,2,1.291,0
technician,31,2,1.291,0
blue-collar,47,2,1.291,0
admin.,48,9,1.291,0
blue-collar,22,2,1.291,0
admin.,38,2,1.291,0
blue-collar,28,3,1.291,1
admin.,35,3,1.291,0
admin.,43,2,1.291,0
blue-collar,50,2,1.291,0
unemployed,31,1,1.291,0
admin.,29,2,1.291,0
student,27,2,1.291,0
technician,30,4,1.291,0
technician,31,1,1.291,0
blue-collar,43,1,1.291,1
blue-collar,48,2,1.291,0
blue-collar,32,2,1.291,1
blue-collar,45,1,1.291,0
management,32,2,1.291,1
blue-collar,27,1,1.291,0
blue-collar,34,3,1.291,0
services,40,6,1.291,0
technician,27,1,1.291,0
technician,34,2,1.291,0
management,32,3,1.291,0
admin.,44,2,1.291,0
blue-collar,34,2,1.291,0
technician,53,5,1.291,0
admin.,39,3,1.291,1
blue-collar,45,2,1.291,0
technician,33,4,1.291,0
admin.,24,6,1.291,0
services,42,2,1.291,0
services,40,4,1.291,0
blue-collar,57,4,1.291,0
blue-collar,43,2,1.291,0
admin.,34,3,1.291,0
technician,27,6,1.291,0
blue-collar,27,2,1.291,0
blue-collar,41,4,1.291,1
services,31,6,1.291,1
technician,33,2,1.291,0
technician,49,3,1.291,0
technician,34,4,1.291,0
services,32,4,1.291,1
admin.,35,2,1.291,0
blue-collar,35,3,1.291,0
blue-collar,29,2,1.291,0
services,31,2,1.291,1
blue-collar,38,2,1.291,0
blue-collar,33,2,1.291,0
blue-collar,51,4,1.291,0
student,30,3,1.291,1
technician,32,2,1.291,0
services,28,4,1.291,0
technician,32,4,1.291,0
housemaid,34,7,1.291,0
admin.,38,3,1.291,0
blue-collar,35,2,1.291,0
student,28,4,1.291,0
housemaid,59,2,1.291,0
blue-collar,36,2,1.291,0
blue-collar,36,2,1.291,0
entrepreneur,32,2,1.291,0
admin.,38,4,1.291,0
blue-collar,32,3,1.291,0
services,27,2,1.291,0
blue-collar,35,2,1.291,0
services,31,2,1.291,0
retired,57,5,1.291,0
services,36,3,1.291,0
management,28,2,1.291,0
services,36,2,1.291,0
blue-collar,43,2,1.291,0
services,35,5,1.291,0
student,28,2,1.291,0
services,29,2,1.291,0
technician,37,3,1.291,0
blue-collar,32,6,1.291,0
self-employed,30,5,1.291,0
admin.,45,2,1.291,0
technician,32,2,1.291,0
management,27,2,1.291,0
technician,33,5,1.291,0
technician,33,2,1.291,0
services,38,2,1.291,1
management,32,10,1.291,0
technician,31,4,1.291,0
admin.,46,2,1.291,0
blue-collar,33,4,1.291,0
technician,46,4,1.291,0
admin.,49,4,1.291,0
blue-collar,47,3,1.291,0
admin.,32,2,1.291,0
services,28,4,1.291,0
admin.,32,2,1.291,0
management,46,4,1.291,0
blue-collar,46,3,1.291,0
blue-collar,54,6,1.291,0
admin.,48,5,1.291,0
admin.,35,4,1.291,0
services,33,3,1.291,1
entrepreneur,50,3,1.291,0
technician,41,2,1.291,0
services,36,5,1.291,0
blue-collar,33,5,1.291,0
technician,27,3,1.291,0
admin.,44,8,1.291,0
technician,36,2,1.291,0
blue-collar,42,2,1.291,0
admin.,31,6,1.291,0
self-employed,34,3,1.291,0
admin.,59,2,1.291,0
technician,28,2,1.291,0
blue-collar,28,2,1.291,0
blue-collar,33,6,1.291,0
management,33,3,1.291,0
unemployed,28,2,1.291,0
technician,29,4,1.291,0
admin.,38,6,1.291,0
services,37,5,1.291,0
self-employed,26,4,1.291,0
services,34,5,1.291,0
blue-collar,33,3,1.291,0
blue-collar,33,2,1.291,0
technician,53,4,1.291,0
admin.,35,2,1.291,0
technician,53,2,1.291,0
admin.,38,3,1.291,0
admin.,32,5,1.291,0
blue-collar,49,2,1.291,0
self-employed,42,2,1.291,0
blue-collar,34,4,1.291,0
technician,31,3,1.291,0
admin.,30,3,1.291,0
admin.,34,5,1.291,0
services,42,2,1.291,0
blue-collar,34,2,1.291,0
blue-collar,42,4,1.291,0
services,37,5,1.291,0
self-employed,53,4,1.291,0
student,38,3,1.291,0
blue-collar,34,3,1.291,0
blue-collar,27,2,1.291,0
blue-collar,33,3,1.291,0
student,25,3,1.291,0
blue-collar,43,7,1.291,0
admin.,35,4,1.291,0
blue-collar,35,6,1.291,0
blue-collar,55,3,1.291,0
admin.,34,2,1.291,0
technician,31,5,1.291,0
technician,43,7,1.291,0
admin.,47,2,1.281,0
entrepreneur,35,5,1.281,0
services,42,5,1.281,0
admin.,37,7,1.281,0
technician,38,2,1.281,0
blue-collar,33,2,1.281,1
blue-collar,26,3,1.281,0
technician,30,5,1.281,0
student,26,4,1.281,0
admin.,39,6,1.281,0
admin.,27,4,1.281,0
blue-collar,43,2,1.281,0
admin.,25,4,1.281,0
student,26,4,1.281,0
blue-collar,33,4,1.281,0
management,55,3,1.281,0
blue-collar,40,7,1.281,0
technician,35,2,1.281,0
self-employed,38,3,1.281,0
services,41,8,1.281,0
management,29,2,1.281,0
services,53,6,1.281,0
services,34,2,1.281,0
blue-collar,55,3,1.281,0
blue-collar,38,5,1.281,0
blue-collar,51,5,1.281,0
admin.,57,2,1.281,0
housemaid,24,4,1.281,0
blue-collar,47,7,1.281,0
admin.,35,5,1.281,0
blue-collar,32,3,1.281,0
services,34,2,1.281,0
self-employed,43,2,1.281,0
blue-collar,36,4,1.281,0
blue-collar,53,4,1.281,0
services,42,2,1.281,0
blue-collar,36,3,1.281,0
admin.,43,1,1.281,0
self-employed,38,1,1.281,0
admin.,43,1,1.281,0
blue-collar,36,1,1.281,0
student,26,3,1.281,0
blue-collar,37,3,1.281,0
blue-collar,36,1,1.281,0
blue-collar,28,3,1.281,1
blue-collar,29,7,1.281,0
admin.,37,1,1.281,0
blue-collar,55,1,1.281,0
services,37,1,1.281,0
blue-collar,31,3,1.281,0
self-employed,29,2,1.281,1
blue-collar,35,6,1.281,0
blue-collar,28,1,1.281,0
blue-collar,36,1,1.281,0
technician,35,9,1.281,0
technician,29,2,1.281,0
blue-collar,36,1,1.281,0
blue-collar,27,1,1.281,0
blue-collar,43,6,1.281,0
blue-collar,36,1,1.281,0
blue-collar,30,1,1.281,0
technician,33,1,1.281,0
student,23,1,1.281,0
blue-collar,36,1,1.281,0
services,23,1,1.281,0
blue-collar,29,1,1.281,0
blue-collar,25,5,1.281,0
blue-collar,41,1,1.281,0
blue-collar,29,1,1.281,0
admin.,34,1,1.281,0
admin.,44,3,1.281,0
blue-collar,41,1,1.281,0
admin.,34,1,1.281,0
blue-collar,27,1,1.281,0
blue-collar,58,1,1.281,0
admin.,48,1,1.281,0
blue-collar,30,2,1.281,0
self-employed,35,1,1.281,0
technician,28,1,1.281,0
admin.,28,1,1.281,1
self-employed,35,1,1.281,0
services,41,1,1.281,0
blue-collar,32,1,1.281,0
technician,28,1,1.281,0
blue-collar,29,2,1.281,0
technician,35,1,1.281,0
admin.,31,1,1.281,0
blue-collar,51,6,1.281,0
technician,43,1,1.281,1
admin.,29,1,1.281,0
management,35,1,1.281,0
self-employed,27,1,1.281,0
admin.,49,3,1.281,0
blue-collar,41,1,1.281,0
blue-collar,42,1,1.281,0
blue-collar,41,1,1.281,0
blue-collar,32,1,1.281,0
student,28,1,1.281,0
retired,53,2,1.281,0
blue-collar,26,2,1.281,0
admin.,38,1,1.281,0
unemployed,32,1,1.281,0
admin.,31,1,1.281,1
retired,55,4,1.281,1
admin.,43,3,1.281,0
blue-collar,38,1,1.281,0
services,34,1,1.281,0
admin.,37,7,1.281,0
services,53,9,1.281,0
services,33,8,1.281,0
admin.,31,1,1.281,0
self-employed,43,1,1.281,0
technician,30,12,1.281,0
technician,34,11,1.281,0
blue-collar,53,1,1.281,1
blue-collar,34,1,1.281,0
services,36,1,1.281,0
admin.,51,1,1.281,0
technician,44,1,1.281,0
technician,37,10,1.281,0
self-employed,38,4,1.281,0
unemployed,31,1,1.281,0
blue-collar,43,1,1.281,0
blue-collar,36,9,1.281,0
management,53,13,1.281,0
admin.,33,1,1.281,0
admin.,27,1,1.281,0
blue-collar,43,1,1.281,0
blue-collar,42,1,1.281,0
technician,24,1,1.281,0
unemployed,31,1,1.281,1
blue-collar,28,1,1.281,1
blue-collar,40,2,1.281,0
admin.,27,4,1.281,0
blue-collar,44,1,1.281,0
services,36,1,1.281,0
entrepreneur,30,1,1.281,1
admin.,33,1,1.281,0
blue-collar,34,1,1.281,0
admin.,33,7,1.281,0
blue-collar,35,2,1.281,0
management,34,5,1.281,0
blue-collar,23,1,1.281,0
student,24,1,1.281,0
blue-collar,34,1,1.281,1
blue-collar,38,1,1.281,0
services,57,2,1.281,0
services,36,7,1.281,0
technician,33,3,1.281,0
blue-collar,32,1,1.281,1
management,31,1,1.281,0
admin.,42,5,1.281,0
admin.,29,1,1.281,0
management,43,7,1.281,0
housemaid,44,1,1.281,0
admin.,34,1,1.281,0
management,29,3,1.281,0
student,24,1,1.281,1
technician,31,2,1.281,0
housemaid,34,1,1.281,1
services,37,1,1.281,0
admin.,35,1,1.281,0
admin.,35,1,1.281,0
blue-collar,41,2,1.281,0
blue-collar,32,3,1.281,1
services,33,3,1.281,0
services,41,2,1.281,0
admin.,29,1,1.281,0
admin.,29,1,1.281,0
admin.,31,5,1.281,0
admin.,35,2,1.281,0
blue-collar,49,4,1.281,0
admin.,29,2,1.281,0
admin.,24,1,1.281,1
blue-collar,33,1,1.281,0
admin.,29,2,1.281,0
student,23,2,1.281,0
services,42,8,1.281,0
admin.,29,5,1.281,0
management,53,2,1.281,0
blue-collar,25,1,1.281,0
services,24,1,1.281,0
technician,31,3,1.281,1
services,33,1,1.281,1
entrepreneur,35,1,1.281,0
services,33,4,1.281,0
technician,30,3,1.281,0
admin.,52,1,1.281,0
self-employed,31,1,1.281,0
blue-collar,29,1,1.281,0
blue-collar,39,5,1.281,0
blue-collar,39,1,1.281,0
admin.,28,2,1.281,0
admin.,59,3,1.281,0
admin.,46,1,1.281,0
technician,41,1,1.281,0
admin.,36,6,1.281,0
blue-collar,28,1,1.281,0
blue-collar,48,1,1.281,0
blue-collar,39,1,1.281,0
blue-collar,34,1,1.281,0
technician,39,2,1.281,0
blue-collar,39,1,1.281,1
blue-collar,39,1,1.281,0
retired,58,1,1.281,0
blue-collar,31,1,1.281,0
blue-collar,55,1,1.281,0
entrepreneur,41,1,1.281,0
blue-collar,43,1,1.281,0
technician,37,1,1.281,0
self-employed,38,2,1.281,0
blue-collar,30,1,1.281,0
services,29,2,1.281,0
technician,37,1,1.281,0
blue-collar,30,1,1.281,0
blue-collar,43,1,1.281,0
admin.,39,1,1.281,0
blue-collar,36,3,1.281,1
technician,38,1,1.281,0
admin.,30,1,1.281,0
blue-collar,29,8,1.281,0
management,31,2,1.281,0
services,30,6,1.281,0
unemployed,31,2,1.281,0
blue-collar,29,1,1.281,0
blue-collar,41,1,1.281,0
blue-collar,31,1,1.281,0
blue-collar,51,4,1.281,0
blue-collar,43,2,1.281,0
services,28,1,1.281,1
services,36,1,1.281,0
blue-collar,38,1,1.281,0
self-employed,31,2,1.281,0
blue-collar,23,1,1.281,0
services,31,2,1.281,1
admin.,31,1,1.281,0
admin.,35,1,1.281,0
services,33,1,1.281,0
admin.,43,1,1.281,0
blue-collar,28,1,1.281,0
blue-collar,28,1,1.281,0
blue-collar,47,1,1.281,0
blue-collar,35,2,1.281,0
services,30,1,1.281,0
blue-collar,28,1,1.281,0
services,47,3,1.281,0
admin.,36,1,1.281,0
admin.,33,1,1.281,0
blue-collar,36,1,1.281,0
admin.,27,1,1.281,0
entrepreneur,49,2,1.281,0
management,53,2,1.281,0
admin.,48,6,1.281,0
admin.,27,1,1.281,0
admin.,29,2,1.281,0
technician,28,5,1.281,0
technician,30,2,1.281,0
student,22,1,1.281,0
blue-collar,51,5,1.281,0
blue-collar,32,4,1.281,0
services,26,3,1.281,0
services,34,3,1.281,0
blue-collar,29,1,1.281,0
blue-collar,29,4,1.281,0
technician,42,2,1.281,0
blue-collar,33,1,1.281,0
admin.,33,8,1.281,0
blue-collar,51,3,1.281,0
admin.,31,1,1.281,1
technician,28,1,1.281,0
blue-collar,51,4,1.281,0
technician,28,1,1.281,0
admin.,29,1,1.281,0
blue-collar,28,7,1.281,0
admin.,44,1,1.281,0
management,58,1,1.281,0
blue-collar,41,1,1.281,0
blue-collar,40,6,1.281,0
blue-collar,36,3,1.281,0
blue-collar,45,2,1.281,0
blue-collar,30,1,1.281,0
admin.,31,2,1.281,0
services,32,1,1.281,0
admin.,35,1,1.281,0
technician,33,1,1.281,0
admin.,29,2,1.281,0
admin.,35,1,1.281,0
services,32,1,1.281,0
services,32,1,1.281,0
admin.,31,1,1.281,0
blue-collar,39,1,1.281,0
admin.,23,1,1.281,0
blue-collar,32,1,1.281,1
blue-collar,50,2,1.281,0
blue-collar,24,1,1.281,0
blue-collar,39,2,1.281,0
housemaid,58,1,1.281,0
services,29,2,1.281,1
blue-collar,47,1,1.281,0
services,31,1,1.281,0
blue-collar,34,1,1.281,1
services,34,1,1.281,0
blue-collar,30,6,1.281,0
admin.,33,1,1.281,0
services,31,1,1.281,0
blue-collar,34,1,1.281,0
management,34,1,1.281,0
blue-collar,56,1,1.281,0
admin.,28,1,1.281,0
blue-collar,35,2,1.281,0
blue-collar,29,1,1.281,1
blue-collar,48,1,1.281,0
admin.,28,1,1.281,0
blue-collar,29,1,1.281,0
admin.,27,4,1.281,0
blue-collar,29,1,1.281,0
admin.,33,6,1.281,0
admin.,35,1,1.281,0
